Part Number,technical_classification,Family,Deduced CatS?
21214-14240,General Screw English,32S,FALSE
21222-08160,General Screw English,32S,FALSE
21222-14241,General Screw English,32S,FALSE
21224-06280,General Screw English,32S,FALSE
21224-08160,General Screw English,32S,FALSE
21225-08400,General Screw English,32S,FALSE
21840-20060,General Screw English,32S,FALSE
22001-00001,General Screw English,32S,FALSE
22903-13100,General Screw English,32S,FALSE
22907-00001,General Screw English,32S,FALSE
22999-00001,General Screw English,32S,FALSE
22999-00007,General Screw English,32S,FALSE
22999-00044,General Screw English,32S,FALSE
22999-00045,General Screw English,32S,FALSE
22999-00050,General Screw English,32S,FALSE
22999-34102,General Screw English,32S,FALSE
22999-34103,General Screw English,32S,FALSE
22999-34234,General Screw English,32S,FALSE
21307-12160,General Screw English,32S,FALSE
21209-12162,General Screw English,32S,FALSE
21209-14240,General Screw English,32S,FALSE
21209-17260,General Screw English,32S,FALSE
21209-24400,General Screw English,32S,FALSE
21209-24800,General Screw English,32S,FALSE
21514-14180,General Screw English,32S,FALSE
21514-14400,General Screw English,32S,FALSE
21803-25081,General Screw English,32S,FALSE
21804-15160,General Screw English,32S,FALSE
21861526,Cage Nut,32W,FALSE
23502-24005,General Nut English,31C,FALSE
HUA15216,General Screw English,32S,FALSE
HUA17517,General Screw English,32S,FALSE
HUA33211,Wire management accessories,54J,FALSE
HUA34402,Wire management accessories,54J,FALSE
23099-01410,General Nut English,31C,FALSE
23101-00130,General Nut English,31C,FALSE
23101-00170,General Nut English,31C,FALSE
23103-20001,General Nut English,31C,FALSE
21226-12161,General Screw English,32S,FALSE
21229-12120,General Screw English,32S,FALSE
21232-08261,General Screw English,32S,FALSE
21290-14360,General Screw English,32S,FALSE
21291-12140,General Screw English,32S,FALSE
21291-17120,General Screw English,32S,FALSE
21291-17161,General Screw English,32S,FALSE
21401-20120,General Screw English,32S,FALSE
21401-20240,General Screw English,32S,FALSE
21401-20280,General Screw English,32S,FALSE
21401-20407,General Screw English,32S,FALSE
22999-34280,General Screw English,32S,FALSE
22999-35092,General Screw English,32S,FALSE
22999-35520,General Screw English,32S,FALSE
22999-35530,General Screw English,32S,FALSE
22999-35540,General Screw English,32S,FALSE
22999-36202,General Screw English,32S,FALSE
22999-40460,General Screw English,32S,FALSE
22999-40465,General Screw English,32S,FALSE
22999-40530,General Screw English,32S,FALSE
22999-40532,General Screw English,32S,FALSE
21406-22820,General Screw English,32S,FALSE
21224-04280,General Screw English,32S,FALSE
21514-16140,General Screw English,32S,FALSE
21514-16180,General Screw English,32S,FALSE
21514-16360,General Screw English,32S,FALSE
22001-28600,General Screw English,32S,FALSE
22903-12081,General Screw English,32S,FALSE
HUA18193,General Screw English,32S,FALSE
HUA18194,General Screw English,32S,FALSE
HUA34403,Wire management accessories,54J,FALSE
HUA34419,Wire management accessories,54J,FALSE
HUA34420,Wire management accessories,54J,FALSE
HUA34421,Wire management accessories,54J,FALSE
HUA34433,Wire management accessories,54J,FALSE
HUA34764,Wire management accessories,54J,FALSE
24108-12435,General Rivet English,32P,FALSE
23220-16410,General Nut English,31C,FALSE
21401-20480,General Screw English,32S,FALSE
21401-20720,General Screw English,32S,FALSE
21401-20760,General Screw English,32S,FALSE
21401-20840,General Screw English,32S,FALSE
21401-20900,General Screw English,32S,FALSE
21401-20903,General Screw English,32S,FALSE
21401-22200,General Screw English,32S,FALSE
21401-22240,General Screw English,32S,FALSE
21401-22280,General Screw English,32S,FALSE
21401-22320,General Screw English,32S,FALSE
21401-22400,General Screw English,32S,FALSE
22999-40880,General Screw English,32S,FALSE
22999-41000,General Screw English,32S,FALSE
HUA10636,General Screw English,32S,FALSE
HUA10847,General Screw English,32S,FALSE
HUA29298,General Screw English,32S,FALSE
HUA30059,General Screw English,32S,FALSE
HUA32322,General Screw English,32S,FALSE
21418-20320,General Screw English,32S,FALSE
21418-22320,General Screw English,32S,FALSE
21418-24480,General Screw English,32S,FALSE
HUA45426,General Washer English,31E,FALSE
21260124,Self-Clinching Nut,32X,FALSE
21303-12160,General Screw English,32S,FALSE
21401-00004,General Screw English,32S,FALSE
21514-17141,General Screw English,32S,FALSE
21514-17160,General Screw English,32S,FALSE
21514-17360,General Screw English,32S,FALSE
HUA10627,General Screw English,32S,FALSE
HUA10740,General Screw English,32S,FALSE
HUA11075,General Screw English,32S,FALSE
HUA19862,General Screw English,32S,FALSE
23501-02000,General Nut English,31C,FALSE
23503-21610,General Nut English,31C,FALSE
29404-01731,General Nut English,31C,FALSE
29404-02010,General Nut English,31C,FALSE
29404-02410,General Nut English,31C,FALSE
29404-31205,General Nut English,31C,FALSE
21401-22480,General Screw English,32S,FALSE
21401-22482,General Screw English,32S,FALSE
21401-22883,General Screw English,32S,FALSE
21401-24160,General Screw English,32S,FALSE
21401-24200,General Screw English,32S,FALSE
21401-24280,General Screw English,32S,FALSE
21401-24402,General Screw English,32S,FALSE
21401-24441,General Screw English,32S,FALSE
21401-24481,General Screw English,32S,FALSE
21401-24482,General Screw English,32S,FALSE
21418-24760,General Screw English,32S,FALSE
21156101,General Rivet Metric,32M,FALSE
TME02471,Other Cabinet Accessories,34Y,FALSE
21401-20200,General Screw English,32S,FALSE
21401-20683,General Screw English,32S,FALSE
21401-20725,General Screw English,32S,FALSE
21401-20800,General Screw English,32S,FALSE
21401-22160,General Screw English,32S,FALSE
21514-20140,General Screw English,32S,FALSE
21514-20360,General Screw English,32S,FALSE
HUA21948,General Screw English,32S,FALSE
HUA35805,General Nut English,31C,FALSE
HUA10716,General Nut English,31C,FALSE
HUA17587,General Nut English,31C,FALSE
21401-24562,General Screw English,32S,FALSE
21401-24644,General Screw English,32S,FALSE
21401-24660,General Screw English,32S,FALSE
21401-24682,General Screw English,32S,FALSE
21401-24684,General Screw English,32S,FALSE
21401-24705,General Screw English,32S,FALSE
21401-24722,General Screw English,32S,FALSE
21401-24881,General Screw English,32S,FALSE
21401-24931,General Screw English,32S,FALSE
21401-24943,General Screw English,32S,FALSE
21401-28240,General Screw English,32S,FALSE
V20SC10305,General Rivet Metric,32M,FALSE
HUA42807,General Rivet Metric,32M,FALSE
HUA28446,Blind Rivet,32N,FALSE
21401-22643,General Screw English,32S,FALSE
21401-22822,General Screw English,32S,FALSE
21518-10160,General Screw English,32S,FALSE
HUA23560,General Screw English,32S,FALSE
HUA23724,General Stud,31M,FALSE
HUA23725,General Stud,31M,FALSE
HUA23790,General Nut English,31C,FALSE
HUA23957,General Screw English,32S,FALSE
HUA21274,General Nut English,31C,FALSE
HUA30088,General Nut English,31C,FALSE
HUA32298,General Nut English,31C,FALSE
HUA36156,General Nut English,31C,FALSE
23002-00220,General Nut English,31C,FALSE
21401-28400,General Screw English,32S,FALSE
21401-28404,General Screw English,32S,FALSE
21401-28481,General Screw English,32S,FALSE
21401-28563,General Screw English,32S,FALSE
21401-28643,General Screw English,32S,FALSE
21401-28661,General Screw English,32S,FALSE
21401-28700,General Screw English,32S,FALSE
21401-28704,General Screw English,32S,FALSE
21401-28727,General Screw English,32S,FALSE
21401-28730,General Screw English,32S,FALSE
21401-28761,General Screw English,32S,FALSE
21401-28764,General Screw English,32S,FALSE
21401-24561,General Screw English,32S,FALSE
21401-24780,General Screw English,32S,FALSE
21401-24823,General Screw English,32S,FALSE
21528-08100,General Screw English,32S,FALSE
HUA24894,General Screw English,32S,FALSE
HUA24984,General Screw English,32S,FALSE
21401-28781,General Screw English,32S,FALSE
21401-28825,General Screw English,32S,FALSE
21401-28886,General Screw English,32S,FALSE
21401-28901,General Screw English,32S,FALSE
21401-28932,General Screw English,32S,FALSE
21401-28945,General Screw English,32S,FALSE
21401-28952,General Screw English,32S,FALSE
21401-34483,General Screw English,32S,FALSE
21404-08100,General Screw English,32S,FALSE
21404-17200,General Screw English,32S,FALSE
21404-17640,General Screw English,32S,FALSE
21404-18081,General Screw English,32S,FALSE
21404-20200,General Screw English,32S,FALSE
21491-20160,General Screw English,32S,FALSE
21401-24901,General Screw English,32S,FALSE
21401-24920,General Screw English,32S,FALSE
21401-28320,General Screw English,32S,FALSE
21401-28361,General Screw English,32S,FALSE
21401-28480,General Screw English,32S,FALSE
21401-28660,General Screw English,32S,FALSE
21533-04080,General Screw English,32S,FALSE
21533-06160,General Screw English,32S,FALSE
HUA28665,General Screw English,32S,FALSE
HUA38147,General Nut English,31C,FALSE
HUA38148,General Nut English,31C,FALSE
TME02526,Standoff,31J,FALSE
21404-20240,General Screw English,32S,FALSE
21404-20320,General Screw English,32S,FALSE
21404-20700,General Screw English,32S,FALSE
21404-20880,General Screw English,32S,FALSE
21404-22200,General Screw English,32S,FALSE
21404-22400,General Screw English,32S,FALSE
21408-20181,General Screw English,32S,FALSE
21408-20200,General Screw English,32S,FALSE
21409-10321,General Screw English,32S,FALSE
21410-20241,General Screw English,32S,FALSE
21421-10321,General Screw English,32S,FALSE
21502-12120,General Screw English,32S,FALSE
21502-14080,General Screw English,32S,FALSE
21502-17120,General Screw English,32S,FALSE
21507-14081,General Screw English,32S,FALSE
21507-14162,General Screw English,32S,FALSE
21507-15081,General Screw English,32S,FALSE
21511-12280,General Screw English,32S,FALSE
21511-12441,General Screw English,32S,FALSE
21511-14120,General Screw English,32S,FALSE
21511-14201,General Screw English,32S,FALSE
21511-17200,General Screw English,32S,FALSE
21522-17140,General Screw English,32S,FALSE
22999-00038,General Screw English,32S,FALSE
22999-25001,General Screw English,32S,FALSE
22999-31000,General Screw English,32S,FALSE
22999-34047,General Screw English,32S,FALSE
22999-34058,General Screw English,32S,FALSE
23602-11807,General Washer English,31E,FALSE
23606-02021,General Washer English,31E,FALSE
23606-02025,General Washer English,31E,FALSE
23606-02810,General Washer English,31E,FALSE
21401-28701,General Screw English,32S,FALSE
21401-28745,General Screw English,32S,FALSE
21401-28801,General Screw English,32S,FALSE
21401-28805,General Screw English,32S,FALSE
21401-28921,General Screw English,32S,FALSE
21401-28942,General Screw English,32S,FALSE
21404-14120,General Screw English,32S,FALSE
21404-20160,General Screw English,32S,FALSE
21404-20480,General Screw English,32S,FALSE
21535-00002,General Screw English,32S,FALSE
21535-06120,General Screw English,32S,FALSE
21536-08120,General Screw English,32S,FALSE
21561-20400,General Screw English,32S,FALSE
21563-05100,General Screw English,32S,FALSE
21590-00003,General Screw English,32S,FALSE
21590-00006,General Screw English,32S,FALSE
21590-08100,General Screw English,32S,FALSE
21590-08200,General Screw English,32S,FALSE
21590-12100,General Screw English,32S,FALSE
21422-17161,General Screw English,32S,FALSE
21423-20160,General Screw English,32S,FALSE
21423-20241,General Screw English,32S,FALSE
21423-20561,General Screw English,32S,FALSE
21426-12401,General Screw English,32S,FALSE
23717-00200,General Washer English,31E,FALSE
23718-00120,General Washer English,31E,FALSE
23903-00007,General Washer English,31E,FALSE
HUA11900,General Screw English,32S,FALSE
21417-00006,General Screw English,32S,FALSE
21420-08121,General Screw English,32S,FALSE
21422-12160,General Screw English,32S,FALSE
21426-10241,General Screw English,32S,FALSE
21427-12710,General Screw English,32S,FALSE
21427-17081,General Screw English,32S,FALSE
21490-00001,General Screw English,32S,FALSE
21590-14080,General Screw English,32S,FALSE
21590-16140,General Screw English,32S,FALSE
21590-16240,General Screw English,32S,FALSE
21590-16792,General Screw English,32S,FALSE
21590-17140,General Screw English,32S,FALSE
21590-17200,General Screw English,32S,FALSE
21594-08060,General Screw English,32S,FALSE
21001-12160,General Screw English,32S,FALSE
21001-12240,General Screw English,32S,FALSE
21001-14080,General Screw English,32S,FALSE
21001-14120,General Screw English,32S,FALSE
21001-14180,General Screw English,32S,FALSE
21001-14670,General Screw English,32S,FALSE
HUA31094,General Rivet Metric,32M,FALSE
TME02581,General Retaining Ring,31L,FALSE
TME01639,General Screw English,32S,FALSE
TME01390,Bolt,31S,FALSE
TME01409,Bolt,31S,FALSE
8185001701,Cage Nut,32W,FALSE
TME02009,Board/Component Spacer,31N,FALSE
TME02067,Wire management accessories,54J,FALSE
TME01470,General Washer English,31E,FALSE
TME02066,Wire management accessories,54J,FALSE
HUA37918,Standoff,31J,FALSE
HUA37954,Wire management accessories,54J,FALSE
HUA38100,Cable Tie,51J,FALSE
TME01968,Self-Clinching Nut,32X,FALSE
HUA24871,Wire management accessories,54J,FALSE
HUA24875,Hole Plug,34Z,FALSE
HUA25268,Wire management accessories,54J,FALSE
HUA26553,Bushing,31U,FALSE
HUA38138,Board/Component Spacer,31N,FALSE
HUA38160,Grommet,54J,FALSE
HUA38315,Wire Clamp,53Y,FALSE
21490-22400,General Screw English,32S,FALSE
HUA28426,Spacer - Thru Hole,31P,FALSE
HUA28801,Grommet,54J,FALSE
HUA29302,Wire management accessories,54J,FALSE
HUA29319,Cable Tie,51J,FALSE
HUA40308,Cable Tie Mount,51Z,FALSE
HUA40532,Board/Component Spacer,31N,FALSE
HUA46340,Grommet,54J,FALSE
HUA46752,Bushing,31U,FALSE
HUA46808,Standoff,31J,FALSE
HUA46809,Wire management accessories,54J,FALSE
HUA30077,Standoff,31J,FALSE
HUA30246,Wire management accessories,54J,FALSE
HUA31364,Wire Clamp,53Y,FALSE
TME01408,Bolt,31S,FALSE
TME01654,Standoff,31J,FALSE
HUA32574,Handle and Latch,35K,FALSE
HUA41782,Bushing,31U,FALSE
HUA41807,General Stud,31M,FALSE
HUA41872,Handle and Latch,35K,FALSE
TME00258,Board/Component Spacer,31N,FALSE
TME01422,General Nut English,31C,FALSE
TME01421,General Washer English,31E,FALSE
29714365AC,,63K,TRUE
TME02063,Wire management accessories,54J,FALSE
HUA32723,Wire Clamp,53Y,FALSE
HUA32766,Standoff,31J,FALSE
HUA32768,Standoff,31J,FALSE
HUA32791,Hole Plug,34Z,FALSE
HUA32848,Standoff,31J,FALSE
HUA32927,Standoff,31J,FALSE
HUA32935,Captive Fastener and Clip,31K,FALSE
HUA32946,Handle and Latch,35K,FALSE
